Crime ID,Month,Reported by,Falls within,Longitude,Latitude,Location,LSOA code,LSOA name,Outcome type
857c05656723e78251f9ca36621b35bf7633e5f55fd12dde230133d849941bd8,2019-10,Metropolitan Police Service,Metropolitan Police Service,-0.129310,51.548879,On or near A5200,E01000926,Camden 009E,Local resolution
2530619188643e0f966fb06c8ce6bb115ba7cf0dbac5c145be6e4e0e12081178,2019-10,Metropolitan Police Service,Metropolitan Police Service,-0.047468,51.640878,On or near HERTFORD ROAD,E01001502,Enfield 018D,Local resolution
3cd7d5dab9baa6d3142eb7e71fca52b75a9c4ae81b2c3d713dd208fa5ac7035c,2019-10,Metropolitan Police Service,Metropolitan Police Service,0.001431,51.543789,On or near OXFORD ROAD,E01003617,Newham 012B,Local resolution
b90d77cc4e8a121be60e24a9c0a0e49c1ca4a2e4afc6801965919ceb897bca61,2019-10,Metropolitan Police Service,Metropolitan Police Service,,,No location,,,Suspect charged
25e42695e48bdd1b6ac316d63c893f6136380c9c7fdc7b3c3dd48a36fffb99eb,2019-10,Metropolitan Police Service,Metropolitan Police Service,-0.066567,51.599263,On or near HAMPDEN LANE,E01002074,Haringey 012A,Local resolution
7a5e3112d56ee5bfa02934ce2d8965b5610a1506c4541d9ecc0755aa387271e2,2019-10,Metropolitan Police Service,Metropolitan Police Service,,,No location,,,Local resolution
dd9c161108f1369a57ce35d5d31cb939b8d45c451535cc3c35a23d2ab52bb46f,2019-10,Metropolitan Police Service,Metropolitan Police Service,,,No location,,,Local resolution
b96604f36de3331f9fd4963bd6aa91e6963ec7128f6dc5bb84cc6562c1851f88,2019-10,Metropolitan Police Service,Metropolitan Police Service,-0.185478,51.484242,On or near REDCLIFFE PLACE,E01002897,Kensington and Chelsea 020D,Suspect charged
cccfb4cfc20041da35aab0e738bfc9ed55b09cf1e81ff0e517939c2051bb7bcb,2019-10,Metropolitan Police Service,Metropolitan Police Service,,,No location,,,Local resolution
d9beaa1fdedd1279a084db4b74944c6cd6e7f791e04c97d558d15948a1d35ac1,2019-10,Metropolitan Police Service,Metropolitan Police Service,,,No location,,,Suspect charged
91232543c1ad9f41934037b69c23e8a143378298f641ef519eda1d2a6ac82a6c,2019-10,Metropolitan Police Service,Metropolitan Police Service,0.064034,51.570168,On or near CRANBROOK ROAD,E01003692,Redbridge 035C,Suspect charged
be7df89f9f1176f248b30a6898786116f03b919f555cae420d865bedbb888bd6,2019-10,Metropolitan Police Service,Metropolitan Police Service,,,No location,,,Offender given penalty notice
904d6ec72416c60c142b6ec62327c006d2e37b67aff3434f6eead92c19965787,2019-10,Metropolitan Police Service,Metropolitan Police Service,,,No location,,,Offender given a drugs possession warning
1c688ecbef5aae9e9ad98e20d4a29021e7443b04d9458a1e84239e813ca629f2,2019-10,Metropolitan Police Service,Metropolitan Police Service,,,No location,,,Local resolution
284126e7389667ac7531ff3f6e5bc1f257df3c6dddc7635768d1764e329672c7,2019-10,Metropolitan Police Service,Metropolitan Police Service,,,No location,,,Local resolution
d93eebcde893bdaa5cbaf74aab9d4e7f35d90c6b6e6d3e172bd50679164ffd8f,2019-10,Metropolitan Police Service,Metropolitan Police Service,,,No location,,,Offender given penalty notice
546dec50ad38e85cc21d342242f3be2a65f6530463eb3893f9aceadbcab268eb,2019-10,Metropolitan Police Service,Metropolitan Police Service,,,No location,,,Local resolution
dabb3838851ed4ec96f18ddf60b9f3c3ed789fa36e3f20477601e34f5889f528,2019-10,Metropolitan Police Service,Metropolitan Police Service,-0.280797,51.389926,On or near MELDONE CLOSE,E01002920,Kingston upon Thames 014D,Local resolution
2c33f0c9c275cc211ef635ee869e881a5fa3bc25cfed247f832dc7c9a275a3ed,2019-10,Metropolitan Police Service,Metropolitan Police Service,0.063025,51.491104,On or near MONK STREET,E01033737,Greenwich 004I,Suspect charged
bc684b76626fa2420c08d27129ea924c9bd0ea1e9d1850493a86c7cf446d4440,2019-10,Metropolitan Police Service,Metropolitan Police Service,0.076256,51.570151,On or near QUEBEC ROAD,E01003786,Redbridge 026C,Local resolution
91125978f27dc0ca38eefd9eff3cfe3ec54876b7095b6290af4fcc1cd89a9548,2019-10,Metropolitan Police Service,Metropolitan Police Service,0.010663,51.403345,On or near MILL VALE,E01000677,Bromley 018C,Local resolution
9fd15b6e571876d26f5b9b6533415c3dd913fac24795d721bdcf3b26180b49bb,2019-10,Metropolitan Police Service,Metropolitan Police Service,,,No location,,,Suspect charged
4dd3587748c5d8e36967a0f830b8f50baf7dd56d63d6d8abe28b715eece680c4,2019-10,Metropolitan Police Service,Metropolitan Police Service,,,No location,,,Offender given penalty notice
988d05df671cf47f0a62e2fd7a74100420cc4d8629517bcdffc77cd7f7a057e5,2019-10,Metropolitan Police Service,Metropolitan Police Service,-0.251540,51.452702,On or near TUNWORTH CRESCENT,E01004574,Wandsworth 013B,Suspect charged
1450bb362d7902156ff9eeb627d0f60c7c53e34f1e4f775ed361dccccb38b9e0,2019-10,Metropolitan Police Service,Metropolitan Police Service,-0.058927,51.493213,On or near LAYARD ROAD,E01004024,Southwark 011C,Offender given a caution
b7222cfb3a3ae72252e9435c311e5a9d9ad8fb9aa5035c9af7e5f5e8ee0d5e4e,2019-10,Metropolitan Police Service,Metropolitan Police Service,,,No location,,,Local resolution
cc741ac64f8e53074eedb32e35f15aa7c2bfc8581727f817b2e2ca5b4bd1f2c5,2019-10,Metropolitan Police Service,Metropolitan Police Service,0.186518,51.524091,On or near NEW ZEALAND WAY,E01002370,Havering 028C,Offender given a caution
5c6ed6e117a61e3f7037285e1a09847a4febc137df15a2565adc43934cd75afd,2019-10,Metropolitan Police Service,Metropolitan Police Service,-0.428058,51.495631,On or near HIGH STREET,E01002490,Hillingdon 030D,Suspect charged
250f40a7593f68ee3d22c0237023e0b9467a38720a03982efa9132d78df8dd10,2019-10,Metropolitan Police Service,Metropolitan Police Service,-0.130763,51.355534,On or near MCINTOSH CLOSE,E01004089,Sutton 019D,Suspect charged
f3699396923b301611fd6bf1b1d11c81b7f3e8d7c37a14ff0dc6dc10d0f15373,2019-10,Metropolitan Police Service,Metropolitan Police Service,-0.306998,51.560677,On or near ASH WALK,E01000613,Brent 013E,Local resolution
5bfc9f4826ec1962530a58283c33a9db28c5c05112ff582c9894dd61e2d111fb,2019-10,Metropolitan Police Service,Metropolitan Police Service,0.114684,51.619572,On or near ALL SAINTS CLOSE,E01021749,Epping Forest 016A,Local resolution
30784aab40f6962b4313e2ddcc4406d743ee58f4792647165ad8eb8da201c204,2019-10,Metropolitan Police Service,Metropolitan Police Service,,,No location,,,Local resolution
fc75cb761e11044437d7f29e0479ab14bb7c2b202fb16bb6d7f7b71a3ac9da18,2019-10,Metropolitan Police Service,Metropolitan Police Service,,,No location,,,Offender given a caution
0d9e48fb69a0ecccffbc9479d492c946eccabc8d2d9def0f7a4c551eb2ea82ac,2019-10,Metropolitan Police Service,Metropolitan Police Service,,,No location,,,Offender given a drugs possession warning
722ccb628eff98db6e59bc3b8d176bd838463fb8f9a261f2ff663ca9b479484b,2019-10,Metropolitan Police Service,Metropolitan Police Service,-0.186502,51.530290,On or near RANDOLPH AVENUE,E01004709,Westminster 007E,Suspect charged
10eb2b0de4af1656d2a684b1936fca9b4de802bcc8df068efbfdc973f05025db,2019-10,Metropolitan Police Service,Metropolitan Police Service,-0.091608,51.500593,On or near TABARD STREET,E01003939,Southwark 002E,Offender given a caution
2df7dcdfd9df441d4933e25d2496b7d2951de494e8aee0950ce30fac370ea0a4,2019-10,Metropolitan Police Service,Metropolitan Police Service,-0.100304,51.493135,On or near A3,E01032719,Southwark 014G,Suspect charged
c75b5179142154d9c58289cde2e0ea29be04c4aea8a04bddd2bd77b41f766c0a,2019-10,Metropolitan Police Service,Metropolitan Police Service,-0.084810,51.487479,On or near THURLOW WALK,E01003974,Southwark 015E,Local resolution
cc1c1d7fbdf145fb3d91b00082e65fdf05b684ffbc647f126c2df985663c67d6,2019-10,Metropolitan Police Service,Metropolitan Police Service,0.005540,51.435447,On or near CRUTCHLEY ROAD,E01003347,Lewisham 030A,Suspect charged
767f50bb8efc2cb03735007330c2d348c3206edb3e35a18d774bce5d620d50f6,2019-10,Metropolitan Police Service,Metropolitan Police Service,0.004210,51.360640,On or near Parking Area,E01000761,Bromley 034C,Suspect charged
55350c1e611e33172a485d4a8d0fc5863d7cff7e794d0ad414ba2939bf3630e3,2019-10,Metropolitan Police Service,Metropolitan Police Service,-0.264133,51.546760,On or near HOMEFIELD CLOSE,E01000596,Brent 021A,Offender given penalty notice
45e7af272492574d46429f84d938150539d34bbcb9f6ff3a127bc0ca08012427,2019-10,Metropolitan Police Service,Metropolitan Police Service,-0.205403,51.549357,On or near KINGSCROFT ROAD,E01000875,Camden 013A,Suspect charged
d205afd81d765a26a158957ae4db140305b340b412915bc2f5579ab24ce437e2,2019-10,Metropolitan Police Service,Metropolitan Police Service,-0.234135,51.545620,On or near PARKFIELD ROAD,E01000644,Brent 022E,Suspect charged
3325c15146da0972b438d4f5e0ae543c952e543b37d708c5ea31b9f3f6e26a16,2019-10,Metropolitan Police Service,Metropolitan Police Service,-0.240482,51.554933,On or near LANCASTER ROAD,E01000512,Brent 018D,Suspect charged
b06335b89bd5bfb7fec255363626e57c59b712ead9231ad749f7be01fdfd1e87,2019-10,Metropolitan Police Service,Metropolitan Police Service,-0.320013,51.562978,On or near WAKELING LANE,E01000563,Brent 008B,Offender given penalty notice
13a7b45d34e5ff85b2efff972efd4280c430c1cd06b338860d64158d906ca386,2019-10,Metropolitan Police Service,Metropolitan Police Service,-0.374824,51.554847,On or near MARTIN DRIVE,E01002224,Harrow 031E,Suspect charged
e7c6d244ff670763a31e739039f9fec218d70ac8f34c65bca5c157ace8e48d8f,2019-10,Metropolitan Police Service,Metropolitan Police Service,-0.335874,51.582591,On or near ANGEL ROAD,E01002129,Harrow 023C,Suspect charged
e7c6d244ff670763a31e739039f9fec218d70ac8f34c65bca5c157ace8e48d8f,2019-10,Metropolitan Police Service,Metropolitan Police Service,-0.335874,51.582591,On or near ANGEL ROAD,E01002129,Harrow 023C,Suspect charged
fe09b0f5de88c748980707b2508ffd927779ec36d44b30e8a02e7504ffa00bd0,2019-10,Metropolitan Police Service,Metropolitan Police Service,-0.338225,51.578677,On or near LOWLANDS ROAD,E01002129,Harrow 023C,Offender given penalty notice
52ee6cff35fa5be05a3967e9eebf5e3a50ec046c3c2dcf5da8add3d21fcd6e36,2019-10,Metropolitan Police Service,Metropolitan Police Service,-0.383814,51.575501,On or near CARLISLE CLOSE,E01002191,Harrow 022A,Local resolution
088a910cee1883420df533ae515c70a7c2732ca5b634af7e1323d81ab80f82aa,2019-10,Metropolitan Police Service,Metropolitan Police Service,-0.337599,51.578839,On or near Parking Area,E01002129,Harrow 023C,Offender given penalty notice
90fe9b8492c37597461855e34449a488dc68e2fddbdff68ebbfbb35a60fdff83,2019-10,Metropolitan Police Service,Metropolitan Police Service,-0.137473,51.534773,On or near BAYHAM STREET,E01000947,Camden 021C,Suspect charged
430788538fa3fad92e83ffc2ac16b76f4893dec4e47211b66d0c83cc4310cc3d,2019-10,Metropolitan Police Service,Metropolitan Police Service,-0.126699,51.533442,On or near GOODS WAY,E01000953,Camden 022B,Suspect charged
c3a7f07900f5f1ed1c25df03b94c2169affed9010bf0ae6022b9597280105c8b,2019-10,Metropolitan Police Service,Metropolitan Police Service,-0.102378,51.522287,On or near Nightclub,E01002724,Islington 022D,Local resolution
352cd9dc9e9e33be9f7637eddd41b75909d16c99e251ac59ea684d1f8c0058dc,2019-10,Metropolitan Police Service,Metropolitan Police Service,-0.126199,51.529117,On or near JUDD STREET,E01000956,Camden 022E,Suspect charged
ce1965eab338935dadbba88f08b64e66da0e14e43adc00c4aa4e0eed6f3c8309,2019-10,Metropolitan Police Service,Metropolitan Police Service,-0.141923,51.547299,On or near Supermarket,E01000927,Camden 007F,Local resolution
e501f6fb54786e5c51b5909945243df019f26ff245acd9c73ec82d7636cb9ffb,2019-10,Metropolitan Police Service,Metropolitan Police Service,-0.254778,51.608417,On or near WOLSEY GROVE,E01000132,Barnet 021B,Offender given a caution
5900a0cfd26dc03a7737c275e5018ccf0c15239044a9c7eea336df67053bb009,2019-10,Metropolitan Police Service,Metropolitan Police Service,-0.224537,51.576166,On or near Shopping Area,E01000307,Barnet 039D,Suspect charged
1521e611167fd6278135fe0212befed49c384295174aa42ca4ae9bf6255f63d2,2019-10,Metropolitan Police Service,Metropolitan Police Service,-0.382517,51.514462,On or near DANE ROAD,E01001359,Ealing 026A,Suspect charged
17a958e64956d62a52e92e832aea63f6b6a532ad755b151542e557bc7ba4ac40,2019-10,Metropolitan Police Service,Metropolitan Police Service,-0.122566,51.572907,On or near WARLTERSVILLE ROAD,E01002755,Islington 001A,Suspect charged
95eb17e2eb873fb62395dc7c87a77b1ed13c96d96b88e6c1b976fc5aee22c502,2019-10,Metropolitan Police Service,Metropolitan Police Service,-0.103603,51.524717,On or near ST JOHN STREET,E01033489,Islington 022G,Local resolution
198e1c6acf931930ae56dd248eb7ba29baeb920a81939f3759f66e26652cb5d3,2019-10,Metropolitan Police Service,Metropolitan Police Service,-0.100686,51.544570,On or near COLEBECK MEWS,E01002791,Islington 016E,Offender given penalty notice
f12205d9a53f3f5a66636a4590dff74f2258256dc8a26f1453ddfcceee30a1a1,2019-10,Metropolitan Police Service,Metropolitan Police Service,-0.100209,51.553959,On or near ROSELEIGH AVENUE,E01002745,Islington 013C,Suspect charged
8708203723e15aec4e81db9e50fa1d75fb09edcbc063eb1544a9a3ea23006a38,2019-10,Metropolitan Police Service,Metropolitan Police Service,-0.095962,51.493973,On or near DEACON WAY,E01032720,Southwark 009F,Suspect charged
b8448819931ede14a87732861c91ea2b711c08bfb8aa72f6732ca3e08bfc12ce,2019-10,Metropolitan Police Service,Metropolitan Police Service,-0.100304,51.493135,On or near A3,E01032719,Southwark 014G,Investigation complete; no suspect identified
e314b2a8e7bd9335d3cd435f4ed02151beef36401ba37c3bb0957305a7371fd7,2019-10,Metropolitan Police Service,Metropolitan Police Service,-0.073616,51.494364,On or near ALSCOT ROAD,E01003978,Southwark 004B,Offender given penalty notice
99db194c0f67e76241c82db07e7984a1fe9631a705a291f1141705aac30e4179,2019-10,Metropolitan Police Service,Metropolitan Police Service,-0.060314,51.477850,On or near STUDHOLME STREET,E01003984,Southwark 023A,Offender given penalty notice
4490843aba3b70bb36d434f941a0c94653658f89a5c0ced623c3bb7ebfb65b9c,2019-10,Metropolitan Police Service,Metropolitan Police Service,-0.032733,51.483622,On or near Parking Area,E01003252,Lewisham 002D,Suspect charged
1725c9df8ccb41a0fb30cb2d11b15c8cd58f75204ffd4b4de87bc82f691e4514,2019-10,Metropolitan Police Service,Metropolitan Police Service,-0.032069,51.447838,On or near BANKHURST ROAD,E01003225,Lewisham 015A,Offender given a caution
2a301b4b303a32db55be42a36cbdd9cbc103f23037397170d0ec8bd8e5999ccd,2019-10,Metropolitan Police Service,Metropolitan Police Service,-0.042908,51.427255,On or near SUNNYDENE STREET,E01003326,Lewisham 035A,Suspect charged
15bf8951bfafb34cbd72d47b96ece732396a3233220312396375b41d16f95446,2019-10,Metropolitan Police Service,Metropolitan Police Service,0.014448,51.404089,On or near Shopping Area,E01000677,Bromley 018C,Local resolution
13824174285465dedc68572ff9d7b7ff01208116af820e9e7a4b3f7294d91eae,2019-10,Metropolitan Police Service,Metropolitan Police Service,0.041613,51.368034,On or near CEDAR CRESCENT,E01000667,Bromley 033C,Local resolution
f19d6deb70cb994db265a787864d1459acd5f6a3cc83ccea95232a8bcb2bfcbc,2019-10,Metropolitan Police Service,Metropolitan Police Service,0.036758,51.367075,On or near THE AVENUE,E01000666,Bromley 033B,Suspect charged
562a78e6c235f065c8a7a84e419ccc9f8d7d731c2f02b5250ee397a6ccf84653,2019-10,Metropolitan Police Service,Metropolitan Police Service,0.106752,51.401198,On or near LONGBURY DRIVE,E01000739,Bromley 014E,Suspect charged
5fea13b8022835611dce4881c0191e02129579d8f6c08b376287be8f2350a226,2019-10,Metropolitan Police Service,Metropolitan Police Service,-0.068867,51.396337,On or near Petrol Station,E01001192,Croydon 008E,Suspect charged
7ccdc33e34562dd721dca72900f3d745eb0a5cc3c1b12dc72520664b22b7dd38,2019-10,Metropolitan Police Service,Metropolitan Police Service,0.164587,51.483868,On or near DE LUCI ROAD,E01000406,Bexley 005C,Suspect charged
4d7c5f61420be180801698408764c3e2b2a854121e6dfde841e7a027020a6caf,2019-10,Metropolitan Police Service,Metropolitan Police Service,-0.054937,51.523659,On or near CAMBRIDGE HEATH ROAD,E01004212,Tower Hamlets 011D,Offender given a caution
fa7dc93dc7ea91678da3a3674899d6a05d8c65660f21364b9c6f383a886a2def,2019-10,Metropolitan Police Service,Metropolitan Police Service,-0.057321,51.534382,On or near MARE STREET,E01004197,Tower Hamlets 002A,Local resolution
877ee38b9ac35d468bc5d21c6ca0c8d9475c1031cb3dd426e925b3314d93e361,2019-10,Metropolitan Police Service,Metropolitan Police Service,-0.038269,51.524748,On or near WESTFIELD WAY,E01004261,Tower Hamlets 010A,Local resolution
f2cb6f4517255aa3517862a34075f7a1f999cb4e283eecbf4ff7d09d5e3c31e4,2019-10,Metropolitan Police Service,Metropolitan Police Service,-0.070867,51.522276,On or near CODE STREET,E01004317,Tower Hamlets 009D,Suspect charged
3e6df42842a0cff6314ad18cda72dca8dddfa695198f522535554b1b2237e644,2019-10,Metropolitan Police Service,Metropolitan Police Service,-0.069366,51.521991,On or near SHUTTLE STREET,E01004317,Tower Hamlets 009D,Local resolution
4bd577d9e204d4b51858d7f4b173de40e3fffae537a632e94676462d78393987,2019-10,Metropolitan Police Service,Metropolitan Police Service,-0.062660,51.526125,On or near DERBYSHIRE STREET,E01004211,Tower Hamlets 013D,Local resolution
85f91ee98bcd72021e430bac69754816e37b4e6d0a243da850e38c146b2e58e0,2019-10,Metropolitan Police Service,Metropolitan Police Service,-0.066067,51.521253,On or near UNDERWOOD ROAD,E01004308,Tower Hamlets 015C,Offender given penalty notice
033c328207507d4bfbbf6516ae1ad097cefd67a08f13a886b8fd29cbdd3736cf,2019-10,Metropolitan Police Service,Metropolitan Police Service,0.107893,51.559047,On or near BUDOCH DRIVE,E01003737,Redbridge 031A,Local resolution
83654244df342c9f077e91eb90f28584ef5719415ff701f5f8c0fc886ce26235,2019-10,Metropolitan Police Service,Metropolitan Police Service,0.070205,51.560833,On or near HERON MEWS,E01003783,Redbridge 029A,Suspect charged
4b84aeabf5045512ebc7157c936fff2667dffe28740c2dd020390afaf7bdb3a4,2019-10,Metropolitan Police Service,Metropolitan Police Service,-0.068425,51.560230,On or near JENNER ROAD,E01001764,Hackney 010A,Local resolution
bacf1d13ee20d217d2ce7fe4bde397bac8ddb8396d233d44c055a01bb12e703c,2019-10,Metropolitan Police Service,Metropolitan Police Service,-0.092565,51.571173,On or near WOODBERRY DOWN,E01033701,Hackney 002F,Suspect charged
e58cc9f0a7dd77e0ecd07eb9e84ef86d3015b6180d43193e547db7a6320f90d8,2019-10,Metropolitan Police Service,Metropolitan Police Service,-0.052780,51.547534,On or near Bus/Coach Station,E01001760,Hackney 017C,Local resolution
92269af8fdfb0a1314257f0af62be5362d02e9437a5364b7eea54f59746c3970,2019-10,Metropolitan Police Service,Metropolitan Police Service,-0.052780,51.547534,On or near Bus/Coach Station,E01001760,Hackney 017C,Local resolution
b67327fd07c3a887f9bc06edb354c4eb804a4699085eb46fb449caa020b67b6f,2019-10,Metropolitan Police Service,Metropolitan Police Service,-0.014476,51.598771,On or near ROBERTS ROAD,E01004344,Waltham Forest 008B,Suspect charged
311d51b0c14c968d5dee533ca502b70e602aacbb94a13ded9d0b8a4fe6d71c0b,2019-10,Metropolitan Police Service,Metropolitan Police Service,-0.000247,51.586749,On or near DEAN GARDENS,E01004468,Waltham Forest 015E,Offender given a caution
e8246bf6394bf67e2e873cf5b0c4e2c3e233908da90d40d40d163a851c498ad9,2019-10,Metropolitan Police Service,Metropolitan Police Service,-0.018332,51.566247,On or near GRANGE ROAD,E01004434,Waltham Forest 026E,Local resolution
e9944ce07ed00c20ec1de07590f170805606d855e333a94666861a0175885d84,2019-10,Metropolitan Police Service,Metropolitan Police Service,-0.005560,51.574537,On or near EPSOM ROAD,E01004364,Waltham Forest 019B,Offender given a caution
928c6b887dbee4a795200ed7176463e064f648972b718cb2f6c8ce64ad05c3d3,2019-10,Metropolitan Police Service,Metropolitan Police Service,-0.028679,51.582554,On or near Supermarket,E01004392,Waltham Forest 017A,Local resolution
60ab7d52e8db518234f67e52ce9267566477827f7fa95097e9e1a44fe7236fc3,2019-10,Metropolitan Police Service,Metropolitan Police Service,-0.053396,51.623945,On or near WELLINGTON AVENUE,E01001486,Enfield 025C,Suspect charged
131e8f2fab36257d73b48231eee9f673dc5e28203ff6b0e93b447cbfe73c4886,2019-10,Metropolitan Police Service,Metropolitan Police Service,0.012868,51.510456,On or near NELSON STREET,E01033576,Newham 034H,Suspect charged
1e1391228ed3acbfb93f1c7ea12ac36c40f7d32087b9803f475167fc547c3269,2019-10,Metropolitan Police Service,Metropolitan Police Service,0.033084,51.533353,On or near WAGHORN ROAD,E01003491,Newham 022A,Suspect charged
e895cbfc9732585efd4b8e7d0aa91a084ba26852dd1f11a9afba91afb3884141,2019-10,Metropolitan Police Service,Metropolitan Police Service,-0.009573,51.547097,On or near Sports/Recreation Area,E01033583,Newham 013G,Suspect charged
d99de7eaac94e70d658962cf97bc45080ace97e437d9abdcd3a6282c43b0fc35,2019-10,Metropolitan Police Service,Metropolitan Police Service,0.025102,51.550712,On or near WOODGRANGE ROAD,E01003543,Newham 001A,Local resolution
387d578c428f2a05676da0404087e748c40e744e1a9d0b614e2bb8cdd6d69ccc,2019-10,Metropolitan Police Service,Metropolitan Police Service,0.047014,51.551717,On or near STATION ROAD,E01003591,Newham 004D,Offender given a caution
df3e85b3130101608bf2b5dd2a0a67d5467faf0d8f0e9e9fb8271dbe4fa9bac6,2019-10,Metropolitan Police Service,Metropolitan Police Service,0.035648,51.522311,On or near GLEN ROAD,E01003601,Newham 028A,Suspect charged
65c61d8be8b5e2afc849e188d5b7f15aa786cde57484523a90692b116e4d5288,2019-10,Metropolitan Police Service,Metropolitan Police Service,0.025624,51.547529,On or near Supermarket,E01003556,Newham 008A,Offender given penalty notice
383c7d0a0e591a7a920114887a398a221f3087f36acff00f5e60d0d3024465f8,2019-10,Metropolitan Police Service,Metropolitan Police Service,0.003963,51.534457,On or near MORTHAM STREET,E01003634,Newham 020D,Offender given penalty notice
350bbcd02429a644c13d9085434fd92f4c8f60b8ecefac02615485d8bbc38784,2019-10,Metropolitan Police Service,Metropolitan Police Service,0.217521,51.601649,On or near COLTSFOOT PATH,E01002316,Havering 004F,Offender given a caution
add6b90e04a46dc215a4cf2225e18abdd3cedb6af24bd22d48b00c89222572f3,2019-10,Metropolitan Police Service,Metropolitan Police Service,-0.203208,51.515746,On or near COLVILLE GARDENS,E01002832,Kensington and Chelsea 004D,Offender given a caution
a26765ca457269789ee0f762ea1a7c7975a89a9e5a27fa6fc1a4a718917651bf,2019-10,Metropolitan Police Service,Metropolitan Police Service,-0.163041,51.499584,On or near Shopping Area,E01002819,Kensington and Chelsea 012B,Suspect charged
353ff7ba9c923438e6c44062b89e9bf6a9658f253d83423ebf5891c6542aef39,2019-10,Metropolitan Police Service,Metropolitan Police Service,-0.227245,51.518413,On or near CAVERSWALL STREET,E01001874,Hammersmith and Fulham 001A,Suspect charged
f8b55ae8cf3b3437cfdcff281a6ba6455176b16244b79b3f998331a269f25a47,2019-10,Metropolitan Police Service,Metropolitan Police Service,-0.221067,51.510505,On or near SILVER ROAD,E01001943,Hammersmith and Fulham 004A,Local resolution
ff283a2e67dc20c38d39c74550fcae57e27f4f1247caed10797be8647867f4d3,2019-10,Metropolitan Police Service,Metropolitan Police Service,-0.221067,51.510505,On or near SILVER ROAD,E01001943,Hammersmith and Fulham 004A,Local resolution
bae19bc3ce1684be6ca936af8e6b9bad8e99bbee03530adffceaae62f4f24dc1,2019-10,Metropolitan Police Service,Metropolitan Police Service,-0.149149,51.492909,On or near ELIZABETH STREET,E01004666,Westminster 023B,Suspect charged
3617689042e42fcc2b3b19541d532e43c4ef4820207322c01579571b9151b84a,2019-10,Metropolitan Police Service,Metropolitan Police Service,-0.125960,51.510715,On or near HOP GARDENS,E01004734,Westminster 018A,Suspect charged
02d99e2cf5b32581b4ac3a64d4cad73be4b47e566306fa6ac7fa164d7e0ef9d0,2019-10,Metropolitan Police Service,Metropolitan Police Service,-0.202352,51.527243,On or near LAPFORD CLOSE,E01004674,Westminster 005A,Offender given penalty notice
35188928c9aa1c1a80d982b604319ef3fcf0c5c3696dfad3849cb6e8494bd799,2019-10,Metropolitan Police Service,Metropolitan Police Service,-0.166558,51.512121,On or near NORTH CARRIAGE DRIVE,E01004689,Westminster 019C,Offender given penalty notice
f3c6a7771780904c5fc50f63f3dbd266737cf24ce091edeea40f0525e8cf3c97,2019-10,Metropolitan Police Service,Metropolitan Police Service,-0.170245,51.466110,On or near BRAMLANDS CLOSE,E01004536,Wandsworth 008B,Offender given a caution
7e6797eaa41b981f7750b50777ed979b85b49e569a26430dcdaa185e6514c747,2019-10,Metropolitan Police Service,Metropolitan Police Service,-0.199156,51.456936,On or near WEST HILL,E01004502,Wandsworth 020B,Local resolution
